year,driver_num,driver_id,circuit,lap,position,net_gain
2019,10,gasly,bahrain,40.0,11.0,-1010.542222222221
2019,10,gasly,bahrain,41.0,11.0,-146.9800000000049
2019,10,gasly,bahrain,42.0,11.0,-141.53388888888287
2019,10,gasly,bahrain,43.0,11.0,-101.42833333333635
2019,10,gasly,bahrain,44.0,10.0,673.553055555552
2019,10,gasly,bahrain,45.0,10.0,-40.49138888888888
2019,10,gasly,bahrain,46.0,10.0,-128.77166666666392
2019,10,gasly,bahrain,47.0,10.0,-133.03999999999166
2019,10,gasly,bahrain,48.0,10.0,-67.19527777778279
2019,10,gasly,bahrain,49.0,10.0,-95.86722222222414
2019,10,gasly,bahrain,50.0,10.0,-103.1630555555601
2019,10,gasly,bahrain,51.0,10.0,-19.246388888885136
2019,10,gasly,bahrain,52.0,9.0,386.1663888888871
2019,10,gasly,bahrain,53.0,9.0,-140.20722222222543
2019,10,gasly,bahrain,54.0,8.0,-110.1869444444443
2019,10,gasly,bahrain,55.0,8.0,118.43750000000222
2019,10,gasly,bahrain,56.0,8.0,-15.045277777781337
